kind	count	slot_min	bytes	chars	first	text
dialog	1		17	8	BTL_C2+057B4E	主砲、充填急げ！
dialog	1		15	7	BTL_C2+057C8A	主砲、発射準備
dialog	1		19	9	BTL_C2+057C9E	主砲、続けていくぞ
dialog	1		17	8	BTL_C2+057C20	主砲はまだか！？
dialog	1		35	17	BTL_C2+057B2B	主砲を除く各部、出力開放、いけます
dialog	1		29	14	BTL_C5+05226D	主砲旋回急げ、日が暮れるぞ！
dialog	1		11	5	BTL_C2_2+057270	主翼部投来
dialog	1		23	11	BTL_C5+052120	了解、これより交戦する
dialog	1		17	8	BTL_C5+0520A9	了解、健闘を祈る
slot	1	31	31	15	TWN_ZOAH+023DD2	二度とその巣は使わねえんだとさ
dialog	1		31	15	TWN_SEEK+00E99A	二股に分かれた橋があっただろ？
dialog	1		21	10	TWN_ZOAH+01E475	亡くなったんですか…
dialog	1		31	15	TWN_ZOAH+01C29B	人が増えないようにしてるのか…
dialog	1		19	9	FLD_B6+009FAB	人によって造られ、
dialog	1		33	16	FLD_C8+013F70	人の似姿に造ったりしたのかしら…
dialog	1		37	18	TWN_SEEK+015B17	人の姿を与えられた、旧世紀の創造物だ
dialog	1		39	19	FLD_B6+009F33	人の手によって作り出された生き物…！？
dialog	1		19	9	TWN_ZOAH+03E663	人を…探してるんだ
dialog	1		39	19	TWN_CAMP+00DB4B	人前で乗り回してると、色々めんどうだぜ
dialog	1		35	17	TWN_SEEK+0073A4	人死にが出たのを、気にしたのかねえ
dialog	1		39	19	TWN_CAMP+00DC63	人間が、神様みたいな力を持ってた時代さ
dialog	1		35	17	TWN_ZOAH+03EA61	人間が触れるべきじゃないってことさ
dialog	1		27	13	FLD_C8+0140A7	人間だって、生まれた時から
dialog	1		33	16	TWN_CAMP+00E301	人間ふたりぐらい、軽いもんだろ？
dialog	1		29	14	FLD_C8+0140C2	人間らしいわけじゃないんだ…
dialog	1		38	18	1ST_READ+03D2A9	今あるデータは消えます。\nいいですか？
dialog	1		33	16	TWN_CAMP+00DEBB	今じゃ、世界中にはびこってやがる
dialog	1		25	12	TWN_ZOAH+023B3D	今じゃ、何もかも湖の底よ
dialog	1		37	18	TWN_CAMP+00D9CF	今じゃ、大陸のほとんどが帝国の領土さ
dialog	1		37	18	TWN_SEEK+015BED	今でも、この世界を縛り続けているのだ
dialog	1		11	5	FLD_C8+0144A1	今ならまだ
dialog	1		13	6	FLD_C8+013A50	今ならまだ、
dialog	1		29	14	FLD_C8+014661	今のうちにお礼を言っておくわ
dialog	1		31	15	FLD_C8+0139E2	今のが、この塔のガーディアン…
dialog	1		31	15	FLD_C8+013D7C	今のが、最後のガーディアンよ…
dialog	1		31	15	FLD_C8+014B0B	今のが警戒システムのセンサーよ
dialog	1		22	9	FLD_A7+008179	今のタイプは<03>\n心技型<03>
dialog	1		22	9	FLD_A7+007D65	今のタイプは<03>\n攻撃型<03>
dialog	1		22	9	FLD_A7+0079FB	今のタイプは<03>\n標準型<03>
dialog	1		22	9	FLD_A7+007F83	今のタイプは<03>\n機動型<03>
dialog	1		22	9	FLD_A7+007B74	今のタイプは<03>\n防御型<03>
dialog	1		33	16	FLD_B6+00A999	今のパートナーを信じたらどうだ？
dialog	1		31	15	BTL_A5_2+05AC19	今の一撃はかなり効いたみたいだ
dialog	1		35	17	FLD_C8+014042	今の君は、あのガーディアン達を見て
dialog	1		39	19	TWN_ZOAH+01A966	今は、次期司祭を決定する微妙な時期でな
dialog	1		39	19	FLD_C8+013371	今はエッジ、あなたを、信じているから…
dialog	1		27	13	FLD_C8+012E1D	今は君に期待するしかない…
dialog	1		29	14	BTL_A3_2+054E4C	今までの奴とは雰囲気が違う…
dialog	1		35	17	TWN_ZOAH+037375	今度、給金が下げられるらしいんです
dialog	1		35	17	TWN_CARA+009B9A	今度の獲物を使って、こしらえたんだ
dialog	1		25	12	TWN_CARA+0167FF	今度は、シーカーの客だぜ
dialog	1		39	19	TWN_ZOAH+02FBAE	今度は、バイマンさんが街を仕切るんだね
dialog	1		17	8	FLD_B6+009D1F	今度は何なんだ？
dialog	1		31	15	TWN_ZOAH+00F1AD	今後はおまえにまかせようと思う
dialog	1		37	18	TWN_ZOAH+01A9C1	今日のところは、これで引き取ってくれ
dialog	1		33	16	TWN_CARA+0165B1	仕事を探してんなら、他をあたりな
dialog	1		31	15	TWN_ZOAH+018E98	他の仲間は、みんな死んじまった
dialog	1		39	19	TWN_SEEK+015B3E	他の創造物とつながり、操ることができる
slot	1	33	25	12	TWN_ZOAH+03B6C5	他の奴には黙っててくれよ
dialog	1		39	19	TWN_ZOAH+0346C7	他の子は生まれてきちゃだめって言ったの
dialog	1		23	11	FLD_A5+00D498	他の遣物に同調したんだ
dialog	1		25	12	TWN_CARA+009541	代金を払いに来たのかい？
dialog	1		95	45	BTL_T0+054FCA	以下の性能の上昇に関係する。\n・レーザーの基本威力\n・BPの最大値\n・HPの最大値\n・銃の基本威力
dialog	1		119	57	BTL_T0+054E86	以下の性能を一時的に調整できる。\n・レーザーの威力\n・バーサークの威力＆消費BP\n・敵の攻撃によるダメージ\n・位置取り速度
dialog	1		115	55	BTL_T0+055155	以下の系統のバーサークに関係。\n・攻撃系統バーサーク\n・心技系統バーサーク\n・防御系統バーサーク\n・機動系統バーサーク
dialog	1		17	8	BTL_B6_2+053C92	仲間を殺しすぎた
dialog	1		31	15	BTL_C8+04EA10	任務完遂のため捨て身でかかるぞ
dialog	1		25	12	TWN_CAMP+02AAA4	会実ちの間のパーツを世る
dialog	1		25	12	FLD_A3+0094EE	位置取り1〜敵からの攻撃
dialog	1		23	11	FLD_A3+009511	位置取り2〜敵への攻撃
dialog	1		83	40	BTL_T0+053E44	位置取りは、敵に対して\n方向ボタンで左方向か右方向に\n90度ずつ回り込むことで行う。
dialog	1		97	47	BTL_T0+053E97	位置取りはゲージを消費しないので\n好きな時に行なうことができるが\n位置取り中はゲージが増加しない。
dialog	1		297	143	TWN_ZOAH+062606	住加ではクレイメンが床っていたが、\nエッジを基けようとしたパエットの\n相柱によって待区は石当してしまい、\nクレイメンの読写は昔理のままとなる。\n会の等、バイマンは、道待の高机の肉を\nエッジに窓す。そこに、通の立上である\n「『吊り棒』の棒話」が聞部されて\nいるという。\n \n(辺境貴・ムービー時で跡械古井)\n
dialog	1		39	19	TWN_ZOAH+037341	住民権をもらえるのは、まだまだ先ですね
dialog	1		33	16	TWN_ZOAH+019595	体を張って食いぶちを稼ぐなんて…
dialog	1		15	7	TWN_ZOAH+02AC3B	体力を回復する
dialog	1		11	5	BTL_B6+05B188	体力回復液
dialog	1		23	11	TWN_CAMP+00F3EB	何か、まずい事言った？
dialog	1		31	15	TWN_ZOAH+030155	何かあったら、いつでも来てくれ
dialog	1		29	14	TWN_SEEK+01891D	何かあるといけないからって…
dialog	1		37	18	TWN_CARA+009621	何かいい品物があったら、見せてくれよ
dialog	1		13	6	BTL_C2+0577D0	何かいるぞ！
dialog	1		29	14	TWN_CARA+006434	何かこしらえとるかもしれんぞ
dialog	1		74	35	BTL_T0+054EFD	何かの能力を上げると\n何かが下がるので\n状況に合わせて調整することが\n重要。
dialog	1		33	16	TWN_ZOAH+0131A2	何かやらかすんなら、昼間にしとけ
dialog	1		112	54	BTL_T0+05506C	何かを極端に強く育てることも\n全てを平均的に育てるも自由。\n自分のプレイスタイルに合うように\n育てることができる。
dialog	1		33	16	TWN_CARA+006534	何かを残したくなる時が来るものだ
dialog	1		21	10	TWN_CAMP+00D84D	何か知ってるのか！？
dialog	1		27	13	FLD_A5+00D84B	何か起こんなきゃいいがな…
dialog	1		23	11	FLD_C8+013268	何か重要な目的のために
dialog	1		33	16	TWN_SEEK+018861	何か食べた方がいいんじゃないか？
dialog	1		21	10	TWN_ZOAH+02FC22	何がうれしいってんだ
dialog	1		31	15	TWN_ZOAH+0190F8	何がわかるってんだ、このガキ！
dialog	1		19	9	TWN_CAMP+00C7A2	何だか知らねえが…
dialog	1		33	16	FLD_C8+012C7A	何だここは…これが塔の中心部…？
dialog	1		13	6	TWN_ZOAH+02F189	何だこりゃ？
dialog	1		15	7	FLD_B6+00A91B	何だよ？ 急に
dialog	1		23	11	BTL_B6+05B259	何だ！ 降ってきた！？
dialog	1		17	8	BTL_A5_2+05ACB3	何だ？ こいつ…
dialog	1		21	10	FLD_C8+014AB2	何だ？ このスイッチ
dialog	1		31	15	TWN_ZOAH+023BAD	何でも聞けって言ったじゃないか
dialog	1		37	18	TWN_CAMP+00DE3F	何のために作られたのかは、誰も知らん
dialog	1		21	10	FLD_C8+013FC7	何の意味もないのに…
dialog	1		35	17	TWN_CAMP+00BF4F	何も知らずに、砂漠は越えられないぜ
dialog	1		29	14	TWN_CAMP+00D5BE	何より、抜け穴を作ってくれる
dialog	1		31	15	TWN_ZOAH+028E93	何をしたって、死ぬときは死ぬし
dialog	1		37	18	TWN_SEEK+00BB00	何度も見たよ…「透視板」の幻だけどな
dialog	1		17	8	FLD_B6+00B0A1	何階だ？ ここ…
dialog	1		23	11	BTL_A7_2+050F93	何！？ そんなバカな…
dialog	1		23	11	BTL_C2+0577B2	何！？近くにいるのか？
dialog	1		139	67	BTL_T0+053B84	余ったゲージ量はそのまま残る。\n1ゲージたまるごとに使うか\n複数ゲージためてから使うか\n状況に応じて使い分けることで\n戦いを有利に進められる。
dialog	1		39	19	TWN_ZOAH+03DD2B	作りかけもあるけど、だいたいはそうだな
dialog	1		19	9	FLD_A5+00D4DD	作動を始めたはずだ
dialog	1		15	7	FLD_C8+01396F	作動停止します
dialog	1		23	11	TWN_CARA+031E6B	使で終っている了を夜う
dialog	1		31	15	TWN_CARA+031E99	使で終っている荷のパーツを夜う
dialog	1		19	9	1ST_READ+03D3C7	使用されていません
dialog	1		87	42	BTL_T0+053D7F	例えば、現在ドラゴンのいる\n色がついていない方向に対しては\n危険度の低い攻撃が行われる。
dialog	1		116	56	FLD_A3+009A24	例えば、自分の位置取り中にも\n敵のゲージは進行しているので、\n位置取りが終わったとたんに\n攻撃されてしまう場合がある。
dialog	1		15	7	BTL_B5+0520F9	例の弾薬を使え
dialog	1		21	10	TWN_CARA+009D1F	例の薬が効いたようだ
dialog	1		19	9	FLD_A7+006C32	侵入者の存在を確認
dialog	1		33	16	FLD_A7+006D32	侵入者確認…ガーディアン作動開始
dialog	1		11	5	FLD_C8+012BE5	侵攻中だ…
dialog	1		7	3	BTL_C2+057779	信号弾
dialog	1		23	11	BTL_C2+0578EB	信号弾射出地点付近です
dialog	1		35	17	TWN_ZOAH+03712A	信心が足りないと思われないようにね
dialog	1		5	2	BTL_D4+04F466	修復
dialog	1		29	14	BTL_C5_2+04FBFF	修復作業完了、問題ありません
dialog	1		35	17	TWN_ZOAH+03B5D9	俺、あの船に乗って、外に出たいんだ
dialog	1		39	19	TWN_SEEK+016751	俺、シーカーの仲間に入ったばかりなんだ
dialog	1		19	9	TWN_ZOAH+03B706	俺、ベゼルってんだ
dialog	1		33	16	TWN_ZOAH+03B069	俺、ベゼルってんだ！ よろしく！
dialog	1		33	16	TWN_ZOAH+03B3FF	俺、自分の力で生きていきたいんだ
dialog	1		13	6	TWN_ZOAH+02FA2E	俺が知るかよ
dialog	1		27	13	TWN_CARA+016902	俺が礼を言うのも変だけど…
dialog	1		35	17	TWN_ZOAH+02F265	俺が驚くようなものを拾ってくるまで
dialog	1		37	18	TWN_CAMP+00E1CF	俺たちは、俺たちのやるべき事をやる…
dialog	1		35	17	TWN_ZOAH+02FCBA	俺だって、いつもこうやってるんだぜ
dialog	1		27	13	TWN_SEEK+00B9EB	俺と一緒に逃げてきた奴だよ
dialog	1		33	16	TWN_CAMP+00E489	俺には、例の記録機械があるからな
dialog	1		37	18	TWN_ZOAH+01317D	俺の仕事中には、めんどうを起こすなよ
dialog	1		31	15	TWN_ZOAH+018561	俺の名はアルドーだ、覚えときな
dialog	1		29	14	TWN_CARA+009604	俺の名はバイカだ、よろしくな
dialog	1		39	19	TWN_SEEK+009A4B	俺の名はベゼル…ゾアの司祭ダモンの孫さ
dialog	1		25	12	TWN_CARA+017039	俺の村のある所だったんだ
dialog	1		31	15	TWN_SEEK+00C139	俺の研究がシーカーの間に残れば
dialog	1		35	17	TWN_SEEK+00C334	俺の研究って、一体何だったんだよ…
dialog	1		35	17	TWN_ZOAH+02F511	俺の計算じゃ、帝国にだって行けるぜ
dialog	1		27	13	TWN_ZOAH+023A65	俺は、あそこの出身だからよ
dialog	1		31	15	TWN_ZOAH+019631	俺は、この街を捨てる気はねえよ
dialog	1		25	12	TWN_ZOAH+01944B	俺は、アルドーってもんだ
dialog	1		21	10	TWN_ZOAH+03DD5F	俺は、ヤレドってんだ
dialog	1		27	13	TWN_ZOAH+0196CD	俺は、当分ここから出ねえよ
dialog	1		31	15	TWN_ZOAH+030136	俺は、昼間はたいていここにいる
dialog	1		37	18	TWN_ZOAH+013157	俺は、神聖区門番のアブネルってもんだ
dialog	1		35	17	TWN_SEEK+016712	俺は「探索兵」ペレツだ、よろしくな
dialog	1		39	19	TWN_ZOAH+03062E	俺はただ、頼まれて銃を修理しただけだぜ
dialog	1		31	15	TWN_ZOAH+039C6D	俺はエフタってんだ、よろしくな
dialog	1		35	17	TWN_ZOAH+0370A5	俺はシフレっていうんだ、よろしくな
dialog	1		31	15	TWN_ZOAH+03731C	俺は何年も門番をやっていますが
dialog	1		33	16	TWN_CARA+016FAE	俺は村を出て、帝国の傭兵になった
dialog	1		37	18	TWN_CARA+01705C	俺は脱走して、村に知らせに行ったが…
dialog	1		31	15	TWN_ZOAH+018733	俺みたいになりたくなけりゃあな
dialog	1		35	17	TWN_ZOAH+03E3FD	俺も、いろんな場所を旅してきたが…
dialog	1		31	15	TWN_ZOAH+018DCF	俺も、おまえと同業だったんだぜ
dialog	1		31	15	TWN_SEEK+00C0C9	俺も、何か残してみたくなってさ
dialog	1		35	17	TWN_ZOAH+0387C4	俺も、神聖区のお役に立ちたいです…
dialog	1		23	11	TWN_ZOAH+014E7F	俺もよく知らねえけど…
dialog	1		35	17	TWN_ZOAH+02F1B9	俺をごまかせるとでも思ってんのか！
dialog	1		17	8	TWN_SEEK+00BC2A	俺を説得しろって
dialog	1		35	17	TWN_ZOAH+018919	俺達が、ろくな物拾ってこねえからさ
dialog	1		39	19	TWN_ZOAH+018EB7	俺達だけが、この街に逃げ込んだんだが…
dialog	1		37	18	TWN_CAMP+00DE64	俺達にとっちゃ、宝物庫みたいなもんさ
dialog	1		21	10	TWN_ZOAH+0237BE	俺達にゃ縁のねえ所よ
dialog	1		19	9	TWN_ZOAH+018887	俺達にゃ関係ねえよ
dialog	1		39	19	TWN_CARA+00A366	俺達の一族じゃ、男は必ずハンターになる
dialog	1		39	19	TWN_ZOAH+01864E	俺達は、わざわざ金で買わなきゃならねえ
dialog	1		21	10	TWN_SEEK+016826	俺達はそろそろ出るよ
dialog	1		39	19	TWN_CARA+016726	俺達みたいなのを受け入れてくれるのかね
dialog	1		21	10	BTL_A3_2+054ECC	倒した…危なかった…
dialog	1		37	18	BTL_C5+05215F	倒せば昇進も間違いないぞ、攻撃開始！
dialog	1		21	10	BTL_C2+05786E	側方に火力を集中しろ
dialog	1		9	4	BTL_C8+04EAF7	催涙ガス
dialog	1		27	13	TWN_ZOAH+019124	儀だって、仲間を殺された…
dialog	1		27	13	TWN_CAMP+00F53F	儀には、そんな事できないよ
dialog	1		31	15	TWN_ZOAH+01AC2E	儀には、まだやることがあるんだ
dialog	1		39	19	TWN_ZOAH+02B1BD	儀には、やらなくちゃいけないことがある
dialog	1		33	16	BTL_A3_2+054E69	儀の腕で倒すことができるのか…？
dialog	1		29	14	TWN_SEEK+009BAF	儀は…神の使いなんかじゃない
dialog	1		23	11	FLD_C8+01401A	儀は、そうは思わない…
dialog	1		33	16	TWN_CAMP+00F3B1	儀は、今の方が普通だと思うけどな
dialog	1		39	19	TWN_CAMP+00DCAC	儀は、遣跡の発掘所を警備してたんだけど
dialog	1		29	14	BTL_X0+05E148	儀は君と戦うつもりはない！！
dialog	1		35	17	TWN_CAMP+00F77F	儀らは、発掘所で一度会ってるんだよ
dialog	1		39	19	TWN_SEEK+015D54	元来、帝国の始祖はシーカーの一派だった
dialog	1		21	10	TWN_ZOAH+01E50E	元気で結構じゃないか
dialog	1		5	2	BTL_C8_2+04F0A3	充電
dialog	1		57	26	BTL_T0+054E3D	先の3つは微妙な調整に対応し\n後の2つは後述の「<03>\nタイプ<03>
dialog	1		23	11	TWN_ZOAH+0372B5	先日はすみませんでした
dialog	1		19	9	FLD_A3+00956F	先行入力と連続攻撃
dialog	1		80	38	FLD_A3+009B29	先行入力は、\n・敵(自分)の位置取り中\n・敵(自分)の行動中\nに行うことができる。
dialog	1		116	56	FLD_A3+009BDF	先行入力をうまく利用すれば、\n時間のロスを減らせるだけでなく\n敵の先手を取りやすくなるので、\n戦いが非常に有利になる。
dialog	1		7	3	BTL_C4+053FDF	光子砲
dialog	1		15	7	BTL_C4+053FD0	光子砲バリスタ
dialog	1		101	47	BTL_T0+05438B	光学耐性の敵には効果が弱い。\n光学耐性の敵に銃を向けると\n<03>\nANTI LASER\n(アンチ レーザー)<03>
dialog	1		11	5	BTL_B2+04FD33	光粒子充填
dialog	1		19	9	BTL_C4+05404E	光粒子炉融合20％
dialog	1		19	9	BTL_C4+054061	光粒子炉融合50％
dialog	1		19	9	BTL_C4+054074	光粒子炉融合90％
dialog	1		33	16	TWN_ZOAH+0192DF	入るのは楽でも、出るのはつらいぜ
dialog	1		37	18	FLD_B6+009FCF	全うするためだけに生き続けるものたち
slot	1	29	29	14	TWN_SEEK+012739	全ての塔は、一瞬で死に絶える
dialog	1		33	16	TWN_SEEK+0152BC	全ての塔をコントロールする場所だ
dialog	1		25	12	TWN_SEEK+012648	全ての塔を統べる魂の器…
dialog	1		17	8	FLD_B5+0090A6	全てを回収し、…
ui	1		5	2	MENUEN+001E2E	全幅
dialog	1		19	9	BTL_C5+0520EE	全滅したもようです
dialog	1		23	11	FLD_A3+0093AB	全艦、戦闘隊形を取れ！
ui	1		5	2	MENUEN+001E24	全長
ui	1		5	2	MENUEN+001E29	全高
dialog	1		7	3	BTL_A5_2+05AA44	共食い
dialog	1		37	18	TWN_ZOAH+0235B5	兵隊相手ならいい商売になるぜ、きっと
dialog	1		13	6	TWN_SEEK+0187FD	具合はどう？
dialog	1		35	17	TWN_CAMP+00DA1C	内乱があって、帝都が壊滅したとか…
dialog	1		27	13	FLD_C8+013BFD	内部の構造も少し変化してる
dialog	1		23	11	BTL_C2+057CB1	再充填に少しかかります
dialog	1		5	2	BTL_A5_3+04F86F	再生
dialog	1		15	7	BTL_A5_3+04F92F	再生は夢の続き
dialog	1		15	7	BTL_B5+052280	再起動を急げ！
dialog	1		7	3	BTL_B6+05B22D	再配置
dialog	1		15	7	TWN_ZOAH+018987	冗談じゃねえや
dialog	1		25	12	TWN_ZOAH+037710	出□の右側にあるそうです
dialog	1		19	9	BTL_B6+05B31B	出□を探すのが先だ
dialog	1		19	9	BTL_B6+05B2DE	出力が上がらない…
dialog	1		17	8	BTL_C2_2+05712B	出力上昇、発進！
dialog	1		29	14	BTL_C2+057BEA	出力低下、高度を保てません！
dialog	1		23	11	TWN_SEEK+02EB52	出待朝扉な閉柱棚を出る
dialog	1		21	10	FLD_C8+014AEA	切りかえるスイッチよ
dialog	1		27	13	TWN_CAMP+00E03F	初めて会った時の事は謝るよ
dialog	1		23	11	BTL_A5_2+05ACC4	初めて見る攻性生物だな
dialog	1		27	13	TWN_ZOAH+03B04E	初めて見る顔だね…旅の人？
dialog	1		21	10	TWN_ZOAH+019000	別に、謝るこたねえよ
dialog	1		9	4	TWN_ZOAH+03E9E6	別に何も
dialog	1		25	12	TWN_CARA+0069A3	別に好きで雇っとりゃせん
dialog	1		23	11	TWN_ZOAH+01C3AA	別に驚くにはあたらない
dialog	1		21	10	BTL_B6+05B113	別の攻撃に切り替えろ
dialog	1		9	4	BTL_C5_2+04F982	制圧射撃
dialog	1		37	18	TWN_ZOAH+01E443	前の司祭様の息子さん夫婦は、その時…
dialog	1		29	14	TWN_CAMP+00F2B4	前は、もっと冷たい感じだった
ui	1		7	3	MENUEN+002004	前左右
ui	1		7	3	MENUEN+001FF6	前後右
ui	1		7	3	MENUEN+001FDA	前後左
slot	1	23	5	2	TWN_ZOAH+02AB29	前方
dialog	1		15	7	BTL_B5+052143	前方銃座、開け
dialog	1		23	11	BTL_A7_2+050E60	副砲、充填完了しました
dialog	1		17	8	BTL_C2+057A4A	副砲、砲撃用意！
dialog	1		29	14	BTL_C2+057B7E	副砲の動力伝達に障害が発生！
dialog	1		29	14	BTL_C2+057D07	副砲動力、復旧完了しました！
dialog	1		27	13	TWN_CAMP+00F5AA	力が目覚めたから、わかるの
dialog	1		17	8	TWN_EXCA+001628	力が目覚める前…
dialog	1		27	13	TWN_ZOAH+0333E0	力になってやろうじゃないか
dialog	1		17	8	BTL_B6+05B147	力を与えすぎた…
dialog	1		5	2	BTL_D5+05ABEE	加速
dialog	1		31	15	BTL_C2_2+0571B3	加速最終局面、噴進弾射出します
dialog	1		33	16	BTL_C2_2+057308	加速最終局面までブースターで滑走
dialog	1		19	9	BTL_C2_2+05718F	加速準備できました
dialog	1		25	12	TWN_ZOAH+028EB2	助かるときは助かるものよ
dialog	1		27	13	TWN_SEEK+00E921	助けてやるんじゃなかったよ
dialog	1		25	12	TWN_ZOAH+03E295	動いてる奴なんか、特にね
dialog	1		39	19	BTL_B2+04FD8E	動きが止まった！ エッジ、チャンスだ！
dialog	1		23	11	FLD_C8+013923	動作を切りかえればいい
dialog	1		9	4	BTL_B5_2+058C60	動力復旧
dialog	1		27	13	TWN_ZOAH+02354B	勝手に住み着いちまったのさ
dialog	1		27	13	TWN_ZOAH+013DE3	勝手に居着いてもいいんだぜ
dialog	1		15	7	FLD_B5+00B013	北奥部への出□
dialog	1		31	15	TWN_ZOAH+06335D	区で開っている出のパーツをDnう
dialog	1		23	11	TWN_ZOAH+06332F	区で開っている放をDnう
dialog	1		33	16	TWN_CAMP+00C7DA	半分は、それが目当てだったからな
dialog	1		23	11	FLD_B5+00AFFC	南部水没遣跡群への出□
dialog	1		37	18	TWN_ZOAH+02AEE4	危ない時は、それを使って逃げるんだな
dialog	1		31	15	TWN_CARA+009CAB	危険な狩りもしなくてすむだろう
dialog	1		29	14	TWN_ZOAH+038D96	去年と同じだけ払ってるのに…
dialog	1		31	15	TWN_ZOAH+037533	友達に用事だって言ってたけど…
dialog	1		25	12	TWN_ZOAH+014D7D	友達に用事だとか言ってよ
dialog	1		25	12	BTL_B2+04FF07	反応しているのかもしれん
dialog	1		13	6	TWN_CAMP+00CDFA	収容…って…
dialog	1		37	18	TWN_ZOAH+038D49	取り引き中なんだ、邪魔しないでくれよ
dialog	1		5	2	BTL_B6_2+053B4D	召喚
dialog	1		11	5	TWN_CAMP+0102A4	叱りつける
dialog	1		9	4	BTL_A5_2+05AA4B	右腕マヒ
dialog	1		15	7	BTL_C2_2+05713C	右舷に敵影確認
dialog	1		13	6	BTL_B5_2+058C53	右舷動力停止
dialog	1		27	13	TWN_ZOAH+018A92	司祭になりたくねえのかな？
dialog	1		19	9	TWN_SEEK+00B9D8	司祭の孫のベゼルさ
dialog	1		31	15	TWN_ZOAH+03B4AD	司祭をやめさせられたんだってね
dialog	1		21	10	TWN_ZOAH+02F448	司祭様にしかられるぜ
dialog	1		31	15	TWN_ZOAH+033132	司祭様に対して、失礼じゃないか
dialog	1		29	14	TWN_ZOAH+032FBA	司祭様に知られると困るんでな
dialog	1		19	9	TWN_ZOAH+01E2FF	司祭様のお孫さんね
dialog	1		37	18	TWN_ZOAH+03327D	司祭選出のために働いてくれたそうだな
dialog	1		119	57	BTL_T0+0554ED	各タイプには\n専用のバーサークが存在し、\nそのタイプでないと使用できない。\nゲージを3ゲージ消費するが\nBPは消費しない。
ui	1		17	8	MENUEN+001F32	各ドラゴンモデル
dialog	1		57	26	BTL_T0+0545D7	各バーサークは決まった量の\n<03>\nバーサークポイント(BP)<03>
dialog	1		39	19	BTL_C2+057943	各冥、帝国艦隊の力を思い知らせてやれ！
dialog	1		19	9	BTL_C2+057766	各機、哨戒を忌るな
dialog	1		29	14	BTL_B5+051FEA	各機、弾をしこたまくれてやれ
dialog	1		21	10	BTL_C5+052137	各機、聞いての通りだ
dialog	1		21	10	BTL_C8+04EA70	各機、遅れをとるな！
dialog	1		19	9	BTL_B5+052007	各機とも油断するな
dialog	1		21	10	BTL_B5+0521BD	各艦、死ぬ気でかかれ
dialog	1		39	19	BTL_C5_2+04FB1D	各部に伝達、皇帝砲発射の衝撃に備えろ！
dialog	1		33	16	BTL_C2+057883	各銃座、対攻性生物弾に切り替えろ
dialog	1		41	20	BTL_T0+05385B	各銃座、積み残しはなしだ！全弾ぶち込め！
dialog	1		29	14	BTL_C8+04E99C	各隊とも、とにかく時間を稼げ
dialog	1		17	8	BTL_B5+052176	各隊とも後に続け
dialog	1		23	11	BTL_B5+05209B	各隊へ、攻撃を開始する
dialog	1		35	17	TWN_SEEK+015FB4	同様の発掘品に関する記録があるのだ
dialog	1		23	11	FLD_C8+0147E6	同調してて、私だけでは
dialog	1		17	8	TWN_CAMP+00F501	同調って、何と？
dialog	1		31	15	TWN_CAMP+00F07E	名前くらいなら、入力されてるわ
dialog	1		13	6	TWN_CAMP+01010F	名前をつける
dialog	1		33	16	TWN_ZOAH+033104	君、ここをどこだと思ってるんだね
dialog	1		33	16	TWN_ZOAH+033829	君、それをひとつ売ってくれないか
dialog	1		27	13	TWN_SEEK+015E3B	君が情報を必要とする限りな
dialog	1		27	13	FLD_C8+01318D	君だけでもドラゴンに乗って
dialog	1		35	17	TWN_ZOAH+01B0EE	君とドラゴンがいれば、街は安泰だよ
dialog	1		35	17	TWN_ZOAH+01AC80	君には君の都合があるかもしれんが…
dialog	1		33	16	TWN_SEEK+01243E	君に渡した書物にも書いてあるが…
dialog	1		29	14	TWN_SEEK+012356	君に託されるべきものだからだ
dialog	1		21	10	FLD_C8+0146B5	君のおかげでもあるさ
dialog	1		39	19	TWN_SEEK+0152E4	君のドラゴンがセストレンを破壊した時…
dialog	1		39	19	TWN_SEEK+01245F	君のドラゴンには、塔を破壊する力がある
dialog	1		39	19	TWN_SEEK+015381	君のドラゴンを指す言棄だとわかったのは
dialog	1		29	14	TWN_CAMP+00ED3F	君は、あそこで生まれたんだね
dialog	1		23	11	FLD_C8+01451B	君はなにがどうあっても
dialog	1		17	8	FLD_C8+01332F	君は全部承知で…
dialog	1		29	14	TWN_ZOAH+01B11E	君は息子と仲がいいんだったな
dialog	1		37	18	TWN_ZOAH+032CE8	君も、この街の噂を聞いて来たのかね？
dialog	1		31	15	FLD_C8+0144E9	君をここに置き去りにしてかい？
dialog	1		5	2	BTL_A5_2+05AA25	吸収
dialog	1		31	15	BTL_B6+05B128	吸収させるな、次は自爆してくる
dialog	1		15	7	BTL_B6+05B0E3	吸収されている
dialog	1		13	6	BTL_C5_2+04FA40	吸排気□開放
dialog	1		17	8	TWN_ZOAH+019338	呆れた野郎だぜ…
dialog	1		9	4	BTL_D5+05AECA	周回探知
dialog	1		21	10	BTL_D5+05AE65	周回探知システム作動
dialog	1		29	14	TWN_CAMP+00F5F9	命のつながりのようなものを…
dialog	1		25	12	TWN_SEEK+02EB88	品柱ちの薬のパーツを出る
dialog	1		19	9	FLD_B6+00A263	唯一の私の仲間だ…
dialog	1		31	15	TWN_ZOAH+033043	商品としても非常に高価なものだ
dialog	1		35	17	TWN_ZOAH+023987	商売の時だけ相手にしてりゃいいんだ
dialog	1		9	4	TWN_ZOAH+02316F	噂だ、噂
dialog	1		21	10	TWN_CARA+009C61	噂は本当だったんだな
